Instituicao;UF;Campus;AnoCriacaoCampus;MatriculaTotalPresencialEqualizada;MatriculaTotalEadEqualizada;MatriculaTotalEadMoocEqualizada;MatriculaTotalEadFpEqualizada
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS SANTO ANTÔNIO DE PÁDUA;2015;550.78335;;;
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS SÃO JOÃO DA BARRA;2014;905.48931;73.775;;
INSTITUTO FEDERAL FLUMINENSE;RJ;CENTRO DE REFERÊNCIA EM TECNOLOGIA, INFORMAÇÃO E COMUNICAÇÃO NA EDUCAÇÃO;;;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS APODI;2009;2323.75195;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS AVANÇADO JUCURUTU;2018;420.55015;;;0.1404
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS AVANÇADO NATAL ZONA LESTE;2018;14.18935;847.51515;;604.237
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS CAICÓ;2009;2427.1598;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS CANGUARETAMA;2013;1571.07025;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS CEARÁ-MIRIM;2013;1618.6406;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS CURRAIS NOVOS;2009;2059.67585;;;32.8414
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS IPANGUAÇU;2009;2261.43793;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS JOÃO CÂMARA;2009;1527.60605;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS LAJES;2015;641.62525;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS MACAU;2009;2118.04784;;;0.1321
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS MOSSORÓ;2009;2969.83409;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS NATAL CENTRAL;2009;10471.56215;0;;0
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS NATAL CIDADE ALTA;2013;1256.8854;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS NATAL ZONA NORTE;2009;1950.33325;;;67.3353
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS NOVA CRUZ;2013;1439.23915;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS PARELHAS;2015;890.44445;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS PARNAMIRIM;2013;2084.4065;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS PAU DOS FERROS;2009;2957.61287;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS SANTA CRUZ;2009;2107.30365;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS SÃO GONÇALO DO AMARANTE;2013;1903.8676;;;
INSTITUTO FEDERAL DO RIO GRANDE DO NORTE;RN;CAMPUS SÃO PAULO DO POTENGI;2013;1849.7088;;;
INSTITUTO FEDERAL DE RONDONIA;RO;CAMPUS ARIQUEMES;2009;3274.6335;;;8.2813
INSTITUTO FEDERAL DE RONDONIA;RO;CAMPUS CACOAL;2013;3275.05093;;;52.9566
INSTITUTO FEDERAL DE RONDONIA;RO;CAMPUS COLORADO DO OESTE;2009;5170.89139;;;94.5413
INSTITUTO FEDERAL DE RONDONIA;RO;CAMPUS GUAJARÁ-MIRIM;2016;1812.1516;;;79.3826
INSTITUTO FEDERAL DE RONDONIA;RO;CAMPUS JARU;2016;1796.64519;;;253.8543
INSTITUTO FEDERAL DE RONDONIA;RO;CAMPUS JI-PARANÁ;2010;2611.79077;;;264.0327
INSTITUTO FEDERAL DE RONDONIA;RO;CAMPUS PORTO VELHO CALAMA;2013;5000.5179;;;176.8739
INSTITUTO FEDERAL DE RONDONIA;RO;CAMPUS PORTO VELHO ZONA NORTE;2009;546.21585;567.0136;;1549.40953
INSTITUTO FEDERAL DE RONDONIA;RO;CAMPUS SÃO MIGUEL DO GUAPORÉ;2018;579.9303;;;60.4653
INSTITUTO FEDERAL DE RONDONIA;RO;CAMPUS VILHENA;2009;2593.50345;;;82.708
INSTITUTO FEDERAL DE RORAIMA;RR;CAMPUS AMAJARI;2010;1187.99619;5.31338;;
INSTITUTO FEDERAL DE RORAIMA;RR;CAMPUS BOA VISTA;2009;3149.74825;1973.65115;5.25;322.721
INSTITUTO FEDERAL DE RORAIMA;RR;CAMPUS BOA VISTA ZONA OESTE;2013;911.73385;239.6222;;
INSTITUTO FEDERAL DE RORAIMA;RR;CAMPUS BONFIM;2015;493.60288;39.0076;;60.6438
INSTITUTO FEDERAL DE RORAIMA;RR;CAMPUS NOVO PARAÍSO;2009;2545.30243;36.3226;;143.61675
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS ALVORADA;2015;1171.71015;2762.55;1572.5625;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS BENTO GONÇALVES;2009;4056.67672;7602.575;10235.6719;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS CANOAS;2010;1845.25896;1151.3;38.695;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS CAXIAS DO SUL;2010;2841.88856;;;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS ERECHIM;2010;1467.46735;770.8625;65.7;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS FARROUPILHA;2013;1920.04916;1887.4863;391.75;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS FELIZ;2013;1432.81716;;227.6375;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS IBIRUBÁ;2013;2154.0666;;;102.15
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS OSÓRIO;2010;1280.467;1269.1192;1206.6;114.125
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS PORTO ALEGRE;2009;2159.11084;185.6875;402.975;38.04976
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS PORTO ALEGRE RESTINGA;2010;2234.93888;128.6;;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS RIO GRANDE;2009;2933.35705;150.5003;;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS ROLANTE;2015;1226.91901;;18.5;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS SERTÃO;2009;3608.13292;;20.625;0
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS VACARIA;2015;1726.10793;153.6;;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS VERANÓPOLIS;2015;453.31385;2660.0875;1938.6441;
INSTITUTO FEDERAL DO RIO GRANDE DO SUL;RS;CAMPUS VIAMÃO;2016;894.6403;;;
INSTITUTO FEDERAL FARROUPILHA;RS;CAMPUS ALEGRETE;2009;3189.71916;;;496.04636
INSTITUTO FEDERAL FARROUPILHA;RS;CAMPUS FREDERICO WESTPHALEN;2014;3105.56692;;;111.76325
INSTITUTO FEDERAL FARROUPILHA;RS;CAMPUS JAGUARI;2013;1115.24467;;;218.2521
INSTITUTO FEDERAL FARROUPILHA;RS;CAMPUS JÚLIO DE CASTILHOS;2010;2271.14835;;;42.398
INSTITUTO FEDERAL FARROUPILHA;RS;CAMPUS PANAMBI;2010;2368.44944;;;139.2255
INSTITUTO FEDERAL FARROUPILHA;RS;CAMPUS SANTA ROSA;2010;2264.86385;;;205.8638
INSTITUTO FEDERAL FARROUPILHA;RS;CAMPUS SANTO ÂNGELO;2014;1805.8129;;;114.7645
INSTITUTO FEDERAL FARROUPILHA;RS;CAMPUS SANTO AUGUSTO;2009;2553.4805;;;58.79015
INSTITUTO FEDERAL FARROUPILHA;RS;CAMPUS SÃO BORJA;2010;1363.8326;;;50.5429
INSTITUTO FEDERAL FARROUPILHA;RS;CAMPUS SÃO VICENTE DO SUL;2009;4707.46758;;;279.3365
INSTITUTO FEDERAL FARROUPILHA;RS;CAMPUS URUGUAIANA;2014;698.7531;;;147.075
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS AVANÇADO NOVO HAMBURGO;2016;351.42975;;178.95;1301.725
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS BAGÉ;2010;1488.01582;;;451.6
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS CAMAQUÃ;2010;1267.05075;29;314.325;154.5
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS CHARQUEADAS;2006;1833.2425;;;701.18863
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS GRAVATAÍ;2013;482.40585;1068.66725;497.925;
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS JAGUARÃO;2014;499.88265;28.8;233.95;237.7
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS LAJEADO;2013;939.68825;39.285;227.475;516.49375
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS PASSO FUNDO;2007;1776.621;1335.67995;340.6;213.725
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS PELOTAS;2008;7180.52664;537.6002;761.25;260.508
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS PELOTAS VISCONDE DA GRAÇA;2013;3474.73153;29;233.4;200.6137
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS SANTANA DO LIVRAMENTO;2013;1682.96338;;;425.775
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS SAPIRANGA;2013;861.61025;759.0897;166.8;223.7
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS SAPUCAIA DO SUL;1995;2714.0849;599.27375;344.55;162.7668
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CAMPUS VENÂNCIO AIRES;2011;954.07965;116.34425;;455.7502
INSTITUTO FEDERAL SUL-RIO-GRANDENSE;RS;CENTRO DE REFERENCIA PELOTAS;;;;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS ABELARDO LUZ;2015;737.69388;;;0
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS ARAQUARI;2009;4568.56879;;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS BLUMENAU;2013;2391.97068;;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS BRUSQUE;2013;844.207;;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS CAMBORIÚ;2009;4543.42606;;;296.97525
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS CONCÓRDIA;2009;4246.02211;;;21.9812
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS FRAIBURGO;2013;731.39225;;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS IBIRAMA;2013;944.4417;;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS LUZERNA;2013;1651.61525;;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS RIO DO SUL;2009;3960.4235;216;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS SANTA ROSA DO SUL;2009;3628.38606;;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS SÃO BENTO DO SUL;2016;1315.7963;;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS SÃO FRANCISCO DO SUL;2013;1128.49955;;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS SOMBRIO;2014;1172.61655;;;
INSTITUTO FEDERAL CATARINENSE;SC;CAMPUS VIDEIRA;2010;3247.5765;;;
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS ARARANGUÁ;2008;2426.7842;;;
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS AVANÇADO SÃO LOURENÇO DO OESTE;2015;219.50805;;;27.7982
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS CAÇADOR;2011;1047.31945;;;
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS CANOINHAS;2010;1880.99197;;;
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS CHAPECÓ;2006;1820.0466;;;293.80075
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS CRICIÚMA;2010;2432.9372;69.8689;;
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS FLORIANÓPOLIS;2008;10752.41723;0;;524.0724
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS FLORIANÓPOLIS CONTINENTE;2006;1586.03125;;;227.1714
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS GAROPABA;2013;782.4421;;;
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS GASPAR;2010;1893.593;;;0
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS ITAJAÍ;2010;2729.01475;;;2.275
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS JARAGUA DO SUL;2010;2197.9722;;;
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS JARAGUÁ DO SUL RAU;2010;2441.7809;;;
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS JOINVILLE;2006;2647.9241;;;
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS LAGES;2011;1830.35573;;;24.4461
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS PALHOÇA;2013;1466.1557;104.425;;19.184
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS SÃO CARLOS;2013;1199.2036;38.5341;;3.6
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS SÃO JOSÉ;2003;2481.9372;;;
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS SÃO MIGUEL DO OESTE;2010;1957.03898;;;
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS TUBARÃO;2013;537.82695;291.93275;;550.7091
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS URUPEMA;2013;544.62665;;;15.5765
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CAMPUS XANXERÊ;2010;1315.3085;;;3.675
INSTITUTO FEDERAL DE SANTA CATARINA;SC;CENTRO DE REFERENCIA EM FORMACAO E EDUCACAO A DISTANCIA;;;;;
INSTITUTO FEDERAL DE SERGIPE;SE;CAMPUS ARACAJU;2009;6334.69301;;;24.9713
INSTITUTO FEDERAL DE SERGIPE;SE;CAMPUS ESTÂNCIA;2009;1691.80415;;;
INSTITUTO FEDERAL DE SERGIPE;SE;CAMPUS ITABAIANA;2009;1315.18664;4.4726;;
INSTITUTO FEDERAL DE SERGIPE;SE;CAMPUS LAGARTO;2009;3230.42855;;;
INSTITUTO FEDERAL DE SERGIPE;SE;CAMPUS NOSSA SENHORA DA GLÓRIA;2009;375.05639;;;4.1606
INSTITUTO FEDERAL DE SERGIPE;SE;CAMPUS NOSSA SENHORA DO SOCORRO;2014;815.3414;;;
INSTITUTO FEDERAL DE SERGIPE;SE;CAMPUS POÇO REDONDO;2020;53.6715;;;
INSTITUTO FEDERAL DE SERGIPE;SE;CAMPUS PROPRIÁ;2009;154.8093;;;
INSTITUTO FEDERAL DE SERGIPE;SE;CAMPUS SÃO CRISTÓVÃO;2016;2944.91395;4.1606;;
INSTITUTO FEDERAL DE SERGIPE;SE;CAMPUS TOBIAS BARRETO;2014;353.4558;;;2.84
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS ARARAQUARA;2010;1740.45385;;;39.2667
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS AVANÇADO ILHA SOLTEIRA;2015;689.4347;;;
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS AVANCADO TUPA;2010;1060.02975;;;5.7375
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS AVARÉ;2010;2806.01017;;;
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS BARRETOS;2009;3049.90346;10.3767;;10.1933
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS BAURU;2022;35.9271;;;3.15
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS BIRIGUI;2013;1743.65615;;;20.8645
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS BOITUVA;2009;1701.49075;2528.4945;;29.22485
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS BRAGANÇA PAULISTA;2010;2664.4013;;;22.1625
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS CAMPINAS;2009;1847.96645;;;
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS CAMPOS DO JORDÃO;2013;1366.96625;;;3
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS CAPIVARI;2009;1418.4235;;;241.213
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS CARAGUATATUBA;2009;1850.75275;;;2.48388
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS CATANDUVA;2009;1959.04645;;;16.6
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS CUBATÃO;2009;2379.67635;;;0.55
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS GUARULHOS;2010;2323.17785;0.7853;;52.6605
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS HORTOLÂNDIA;2009;2101.50295;;;53.3775
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS ITAPETININGA;2016;2159.6678;;4.475;
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS ITAQUAQUECETUBA;2015;2051.29185;;;4.76
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS JACAREÍ;2013;1964.338;;;
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS JUNDIAÍ;2016;526.9165;;;77.4625
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS MATÃO;2009;2383.33348;;;6.5
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS MIRACATU;2022;3.0125;;;12.2
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS PIRACICABA;2010;2468.96415;;;4.725
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS PIRITUBA;2016;1861.66815;;;
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS PRESIDENTE EPITÁCIO;2010;2076.83045;;;0.375
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS PRESIDENTE PRUDENTE;2022;56.39688;;;0.1688
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS REGISTRO;2022;2240.9727;;;2.9875
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS RIO CLARO;2022;2.8875;;;48.175
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS SALTO;2009;2547.7007;;;178.6929
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS SÃO CARLOS;2010;2122.4342;;;26.635
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS SÃO JOÃO DA BOA VISTA;2009;1641.7289;;;432.37925
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS SÃO JOSÉ DO RIO PRETO;2017;280.773;;;18
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS SÃO JOSÉ DOS CAMPOS;2013;2797.74495;;;
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS SÃO MIGUEL PAULISTA;2016;521.6854;;;8.775
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS SÃO PAULO;2009;9601.71624;50.35;;326.22588
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS SÃO ROQUE;2009;1978.46117;;;50.2152
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS SERTÃOZINHO;2009;2964.74491;;;14.2
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS SOROCABA;2016;1440.4123;;;31.125
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS SUZANO;2010;2871.6109;;;32.92
INSTITUTO FEDERAL DE SAO PAULO;SP;CAMPUS VOTUPORANGA;2010;2080.2065;;;3
INSTITUTO FEDERAL DE TOCANTINS;TO;CAMPUS ARAGUAÍNA;2009;1542.76375;;;
INSTITUTO FEDERAL DE TOCANTINS;TO;CAMPUS ARAGUATINS;1985;4830.90345;411.57275;;
INSTITUTO FEDERAL DE TOCANTINS;TO;CAMPUS COLINAS DO TOCANTINS;2014;1791.07035;;;
INSTITUTO FEDERAL DE TOCANTINS;TO;CAMPUS DIANÓPOLIS;2013;2072.00823;;;6.416
INSTITUTO FEDERAL DE TOCANTINS;TO;CAMPUS FORMOSO DO ARAGUAIA;2015;663.96031;12.69105;;533.6222
INSTITUTO FEDERAL DE TOCANTINS;TO;CAMPUS GURUPI;2010;1743.29253;;;6.5235
INSTITUTO FEDERAL DE TOCANTINS;TO;CAMPUS LAGOA DA CONFUSÃO;2014;1111.35042;;;476.5504
INSTITUTO FEDERAL DE TOCANTINS;TO;CAMPUS PALMAS;2002;7844.11416;679.5757;;16.43064
INSTITUTO FEDERAL DE TOCANTINS;TO;CAMPUS PARAÍSO DO TOCANTINS;2006;1564.75424;365;;
INSTITUTO FEDERAL DE TOCANTINS;TO;CAMPUS PEDRO AFONSO;2014;1094.72709;;;416.6248
INSTITUTO FEDERAL DE TOCANTINS;TO;CAMPUS PORTO NACIONAL;2010;1637.3148;515.72755;;
INSTITUTO FEDERAL DE TOCANTINS;TO;CENTRO DE REFERÊNCIA EM EDUCAÇÃO A DISTÂNCIA;;;178;;8.571
\instituicao_ds_nome;\instituicao_ds_uf;\ds_campus;\no_ano_criacao;\presencial_mt;\ead_mt;\ead mooc_mt;\ead fp_mt
